3 {maxRange=96.72852492102554, maxFlightTime=81.67373304389835, cruiseSpeed=176.15941620287632, maxSpeed=231.2808840955982, loadCapacity=11.143287689708917, maxHeight=3478.741016676184, powerType='Fuel', size=2.4246820050278193, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
3 {maxRange=41.02749956997259, maxFlightTime=112.04248625699239, cruiseSpeed=77.5853622189634, maxSpeed=269.61573369890874, loadCapacity=5.933413235945229, maxHeight=3470.3125409361805, powerType='Fuel', size=1.7550245728248761, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
1 {maxRange=27.382811676076766, maxFlightTime=40.607784875702784, cruiseSpeed=15.779936573920798, maxSpeed=10.50060630314437, loadCapacity=5.683923171431047, maxHeight=226.21299218591182, powerType='Electric', size=0.7258201673891544, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=52.3794254362942, maxFlightTime=41.904749364464394, cruiseSpeed=5.147602827128641, maxSpeed=39.908713478545394, loadCapacity=5.297298254304389, maxHeight=142.7014005428169, powerType='Electric', size=0.7107916539359653, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=157.764387897742, maxFlightTime=159.72787659068092, cruiseSpeed=94.68578499392177, maxSpeed=170.69372578090503, loadCapacity=5.31210970897591, maxHeight=4214.3178403371685, powerType='Fuel', size=5.236185594393007, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
4 {maxRange=73.41213704763655, maxFlightTime=114.23305621770392, cruiseSpeed=274.50104051524636, maxSpeed=169.15195637453752, loadCapacity=48.232936080342114, maxHeight=6852.4195622905145, powerType='Hybrid (Fuel + Electric)', size=1.185742662839639, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3039.8196126940466}
2 {maxRange=224.7899641255768, maxFlightTime=230.41605284212181, cruiseSpeed=359.7594246285604, maxSpeed=343.27190736437694, loadCapacity=23.048307254258656, maxHeight=3692.4973184807377, powerType='Fuel', size=11.477588454632933, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=25.596819054818617}
3 {maxRange=116.12430272394111, maxFlightTime=90.47761251906365, cruiseSpeed=219.84457141236447, maxSpeed=215.99788054133603, loadCapacity=14.470226968978682, maxHeight=2079.2023614447335, powerType='Fuel', size=2.303646833509937, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=4}
1 {maxRange=43.111701509675065, maxFlightTime=54.790477098372975, cruiseSpeed=24.023160025613617, maxSpeed=36.87571869886788, loadCapacity=2.7435418434157346, maxHeight=100.7338466570489, powerType='Electric', size=1.071725752974774, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=25.237012839643995, maxFlightTime=53.24305510967609, cruiseSpeed=24.278560606076166, maxSpeed=16.40074050227362, loadCapacity=1.683521259987796, maxHeight=444.61942697948973, powerType='Electric', size=1.0121602578500524, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=128.97079936825105, maxFlightTime=55.39086213957846, cruiseSpeed=57.331189441656086, maxSpeed=377.61289610051097, loadCapacity=22.58349613074683, maxHeight=4430.726541261086, powerType='Hybrid (Fuel + Electric)', size=1.6981847308652025, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5294.784492084098}
1 {maxRange=47.67129585415403, maxFlightTime=39.96701281509137, cruiseSpeed=7.710362363427599, maxSpeed=39.026215805276664, loadCapacity=4.466475334930479, maxHeight=143.1110844183955, powerType='Electric', size=0.6120000967381343, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=163.81634664138656, maxFlightTime=130.8385888749589, cruiseSpeed=205.84111621133712, maxSpeed=93.45666478919634, loadCapacity=22.819418212522425, maxHeight=4493.478408584561, powerType='Fuel', size=5.798198178936121, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
4 {maxRange=96.97176515603914, maxFlightTime=77.22935733807543, cruiseSpeed=61.74242529913802, maxSpeed=112.42870751814365, loadCapacity=38.771885242685286, maxHeight=6609.762165744045, powerType='Hybrid (Fuel + Electric)', size=2.990551002743637, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2127.79119249118}
1 {maxRange=46.959375443312744, maxFlightTime=18.3875393955653, cruiseSpeed=19.860474362416415, maxSpeed=25.717520125883183, loadCapacity=5.62679288049426, maxHeight=571.3579462731004, powerType='Electric', size=1.0734131639346858, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=143.20601675509056, maxFlightTime=108.19555996622707, cruiseSpeed=86.16423309486751, maxSpeed=169.97554433957802, loadCapacity=23.91958180169872, maxHeight=2790.237951573822, powerType='Fuel', size=5.103548330267157, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=5}
2 {maxRange=148.6948477459694, maxFlightTime=182.45001814660014, cruiseSpeed=286.0010645258867, maxSpeed=598.8279473698624, loadCapacity=59.899522055777204, maxHeight=2613.994933086559, powerType='Fuel', size=10.074717309036245, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=13.162140216670785}
1 {maxRange=13.307722830535864, maxFlightTime=69.40768976139293, cruiseSpeed=11.023416708528968, maxSpeed=10.185073251107, loadCapacity=5.291680483082192, maxHeight=169.00952866408426, powerType='Electric', size=2.2082700914373943, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=43.82065882146028, maxFlightTime=97.91779525485622, cruiseSpeed=287.81809586642703, maxSpeed=168.83697426425965, loadCapacity=39.2185204761908, maxHeight=3862.0375440937037, powerType='Hybrid (Fuel + Electric)', size=3.2078824358327056, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1823.6408237410515}
4 {maxRange=96.5763253511021, maxFlightTime=113.17107357499157, cruiseSpeed=268.42327147765764, maxSpeed=147.03708745274866, loadCapacity=36.17969267186815, maxHeight=4049.889107752535, powerType='Hybrid (Fuel + Electric)', size=1.9074450836354395, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6335.572809093288}
3 {maxRange=46.542920849364464, maxFlightTime=62.46980562518696, cruiseSpeed=53.458844336179865, maxSpeed=343.7633298220562, loadCapacity=29.773413504905633, maxHeight=4252.789682159291, powerType='Fuel', size=5.765204764657943, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
2 {maxRange=199.220560738053, maxFlightTime=233.22167622630744, cruiseSpeed=102.14902698771715, maxSpeed=554.3124772328001, loadCapacity=45.54884329296561, maxHeight=2022.5398902465777, powerType='Fuel', size=16.648999941174715, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=10.444700965952023}
3 {maxRange=98.40552217291206, maxFlightTime=78.77734222937052, cruiseSpeed=207.6211485872695, maxSpeed=55.86811558773985, loadCapacity=21.69798147579794, maxHeight=709.028997191436, powerType='Fuel', size=4.855616472646357, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
3 {maxRange=179.17221994700395, maxFlightTime=67.46744986913231, cruiseSpeed=70.82114111694797, maxSpeed=147.36196641174888, loadCapacity=9.763279281570128, maxHeight=1674.2829886214085, powerType='Fuel', size=2.6519193129899667, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
2 {maxRange=146.35163964550568, maxFlightTime=141.29086332961901, cruiseSpeed=230.14059539493675, maxSpeed=274.99650587525434, loadCapacity=53.77004899727761, maxHeight=3565.4451693915016, powerType='Fuel', size=5.930860004445112, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=16.916689485869842}
2 {maxRange=220.7628826534634, maxFlightTime=86.09049901428668, cruiseSpeed=150.26936951082934, maxSpeed=145.495388561352, loadCapacity=48.76904923187495, maxHeight=2743.0185155459712, powerType='Fuel', size=7.496961118136199, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=28.706849755393318}
2 {maxRange=211.33869549089596, maxFlightTime=62.53405366823591, cruiseSpeed=102.26320761243937, maxSpeed=147.8331734161199, loadCapacity=28.571496452863578, maxHeight=1518.466441935403, powerType='Fuel', size=18.32625230313142, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=22.9605324113686}
2 {maxRange=106.54800248801783, maxFlightTime=114.0452572935691, cruiseSpeed=184.9520143945786, maxSpeed=265.1878764488847, loadCapacity=28.506382360200487, maxHeight=5675.235252070764, powerType='Fuel', size=17.807389325561672, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=13.735249522622352}
3 {maxRange=92.75897839623534, maxFlightTime=143.16169385394653, cruiseSpeed=155.5085639926821, maxSpeed=194.88796798075492, loadCapacity=22.129382898967748, maxHeight=4464.0019511997, powerType='Fuel', size=2.4474317596990343, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
3 {maxRange=65.40713375626797, maxFlightTime=118.87429066636821, cruiseSpeed=96.61915134421864, maxSpeed=303.30226642346383, loadCapacity=27.004709506873784, maxHeight=730.3363644430196, powerType='Fuel', size=2.3988955521951194, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=4}
3 {maxRange=153.81440771143346, maxFlightTime=75.73134925200287, cruiseSpeed=120.0911604571699, maxSpeed=78.38340126925688, loadCapacity=8.26578444799987, maxHeight=2835.2375972300983, powerType='Fuel', size=2.6099818250935387, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
2 {maxRange=186.18582781961413, maxFlightTime=138.04068537136746, cruiseSpeed=172.68542289355298, maxSpeed=311.4266204251293, loadCapacity=39.526595395120886, maxHeight=4575.382851782311, powerType='Fuel', size=15.130792904025558, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=30.174619693870927}
3 {maxRange=169.71398918566103, maxFlightTime=121.71349540498959, cruiseSpeed=92.09842686430898, maxSpeed=270.2006614174695, loadCapacity=28.185259814020075, maxHeight=943.9951532946154, powerType='Fuel', size=1.128741591617545, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
3 {maxRange=112.52353493647897, maxFlightTime=143.8432878262119, cruiseSpeed=248.0133619199165, maxSpeed=117.3371953957577, loadCapacity=10.477831039876685, maxHeight=610.5804024576748, powerType='Fuel', size=1.7738407408625614, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=3}
3 {maxRange=149.87448053800676, maxFlightTime=67.47911834771577, cruiseSpeed=172.92495497205397, maxSpeed=58.69228147787436, loadCapacity=9.742050023351263, maxHeight=2416.1824749307525, powerType='Fuel', size=3.886490647801949, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
1 {maxRange=31.84274049348734, maxFlightTime=16.306233428749294, cruiseSpeed=19.01199336666228, maxSpeed=36.44806079908807, loadCapacity=3.1725864615218855, maxHeight=118.02425536945279, powerType='Electric', size=2.2180092119196386, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=31.819157857548614, maxFlightTime=30.603148891000366, cruiseSpeed=22.30734733337944, maxSpeed=14.332672001475064, loadCapacity=2.828609227389213, maxHeight=465.81129844046876, powerType='Electric', size=1.2125584052932912, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=75.88392232638407, maxFlightTime=112.27970782790547, cruiseSpeed=202.19318925262078, maxSpeed=306.2793289782751, loadCapacity=41.87979057470606, maxHeight=7145.266428615823, powerType='Hybrid (Fuel + Electric)', size=1.2638262000510854, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=4426.226700571271}
3 {maxRange=130.43270446247806, maxFlightTime=103.9756989624083, cruiseSpeed=168.7821137896672, maxSpeed=319.96030458716234, loadCapacity=19.036164971190615, maxHeight=1123.6384216751744, powerType='Fuel', size=1.2470797869545898, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
1 {maxRange=43.687532620035796, maxFlightTime=20.27454089866103, cruiseSpeed=18.091522643564527, maxSpeed=21.67287691243667, loadCapacity=5.302972683269772, maxHeight=297.24677365593845, powerType='Electric', size=2.270307126404107, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
3 {maxRange=139.83240845839148, maxFlightTime=94.97038341547719, cruiseSpeed=212.50858280038335, maxSpeed=100.67281245098468, loadCapacity=15.11967396154331, maxHeight=3899.861368967154, powerType='Fuel', size=2.628103148254996, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
3 {maxRange=46.535421445423665, maxFlightTime=51.63564076008409, cruiseSpeed=68.51250740762427, maxSpeed=124.13682891477919, loadCapacity=22.437951146783757, maxHeight=3945.1263432948563, powerType='Fuel', size=2.430624970214274, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=4}
2 {maxRange=114.18142629245179, maxFlightTime=137.88468201513646, cruiseSpeed=252.66019007810013, maxSpeed=544.5085628221623, loadCapacity=41.78661854894351, maxHeight=1258.2741766710772, powerType='Fuel', size=12.097203336490606, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=18.387557176961693}
3 {maxRange=172.5903642894772, maxFlightTime=142.8420200885185, cruiseSpeed=82.6501390869463, maxSpeed=328.66501019125, loadCapacity=24.804291845815307, maxHeight=2834.0939576486003, powerType='Fuel', size=5.633542791360119, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
4 {maxRange=70.81620430244097, maxFlightTime=30.176857979955248, cruiseSpeed=222.29426245965558, maxSpeed=357.6430601253136, loadCapacity=34.882279839870534, maxHeight=6144.44147184115, powerType='Hybrid (Fuel + Electric)', size=1.1024078328921947, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3042.4349246873107}
1 {maxRange=55.09265929737868, maxFlightTime=52.05092944025671, cruiseSpeed=22.490186187466254, maxSpeed=32.28023774927131, loadCapacity=3.322067125676025, maxHeight=454.135104910642, powerType='Electric', size=1.8913812536246888, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=14.978707156088568, maxFlightTime=25.810458781504437, cruiseSpeed=21.85353802216805, maxSpeed=19.645567418859258, loadCapacity=3.260046527022133, maxHeight=430.16879602473045, powerType='Electric', size=1.9462778806713885, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=19.772457486781306, maxFlightTime=65.13470353174455, cruiseSpeed=5.581981421051854, maxSpeed=19.51146864086963, loadCapacity=1.7480518846417854, maxHeight=282.4104193697183, powerType='Electric', size=1.7793255559525007, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=111.02798705949328, maxFlightTime=32.18372423321701, cruiseSpeed=209.20704797346147, maxSpeed=315.44607660627497, loadCapacity=16.129377443031213, maxHeight=2054.0739777575786, powerType='Hybrid (Fuel + Electric)', size=1.792177902374359, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4864.56138969182}
2 {maxRange=97.21256989097951, maxFlightTime=203.04220479187376, cruiseSpeed=347.60940106135973, maxSpeed=262.73431853491934, loadCapacity=11.32150594916377, maxHeight=5227.213043315637, powerType='Fuel', size=16.919461661411642, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=28.675496608161694}
3 {maxRange=56.12039425382349, maxFlightTime=157.596053432917, cruiseSpeed=208.55584871234888, maxSpeed=346.1269685626508, loadCapacity=11.061667409151786, maxHeight=547.4136934622064, powerType='Fuel', size=1.5302810636352462, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
3 {maxRange=70.74712349859006, maxFlightTime=74.61316837826305, cruiseSpeed=227.7358546942861, maxSpeed=106.5141575562109, loadCapacity=12.51838556285523, maxHeight=4167.776651148559, powerType='Fuel', size=2.8692826341425994, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=5}
3 {maxRange=131.67976932183228, maxFlightTime=107.19279899512318, cruiseSpeed=51.5441715124503, maxSpeed=77.16971497590798, loadCapacity=28.297698111740825, maxHeight=2252.295630413151, powerType='Fuel', size=5.699935053237329, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=6}
4 {maxRange=105.88323527892105, maxFlightTime=53.23853119696054, cruiseSpeed=73.96983869871033, maxSpeed=303.6086512974076, loadCapacity=22.243174831723465, maxHeight=6963.626378145047, powerType='Hybrid (Fuel + Electric)', size=3.952306943403242, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=4542.641758113698}
4 {maxRange=136.81041412145726, maxFlightTime=36.91801775696914, cruiseSpeed=155.52407094462427, maxSpeed=171.88267222473718, loadCapacity=41.733256549626105, maxHeight=1745.270859772464, powerType='Hybrid (Fuel + Electric)', size=2.583540650638083, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1786.1536950515224}
2 {maxRange=182.50061652266268, maxFlightTime=107.36691830183457, cruiseSpeed=300.4993187837158, maxSpeed=309.5851025697593, loadCapacity=57.19243733985402, maxHeight=5848.804122077549, powerType='Fuel', size=9.312047630809495, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=7.136794496901863}
